SampleName,NOP2,NSUN2,NSUN3,NSUN4,NSUN5,NSUN6,NSUN7,DNMT1,DNMT3A,DNMT3B,TRDMT1,TET1,TET2,TET3,ALKBH1,ALYREF,YBX1,CODE,Group
GSM924504,10.25,10.01,8.99,7.84,9.18,6.17,5.31,9.81,7.32,8.53,6.94,7.75,7.31,7.95,8.67,6.91,12.24,LAML,Tumor
GSM924505,9.7,10.07,8.45,7.97,9.43,5.81,4.92,10.45,7.56,9.49,7.8,7.77,8.79,7.98,8.51,9.42,12.66,LAML,Tumor
GSM924506,10.79,10.32,8.92,7.76,8.63,6.5,5.18,9.57,7.26,7.72,6.81,6.84,9.46,7.88,8.98,6.15,12.04,LAML,Tumor
GSM924507,9.83,9.99,8.88,7.99,9.96,5.61,4.87,9.99,8.37,9.28,7.33,6.5,8.28,7.93,8.95,9.47,12.92,LAML,Tumor
GSM924508,9.92,9.94,8.88,8.11,9.56,6.46,5.12,10.1,8.33,8.97,7.29,6.84,8.5,8.18,8.6,8.5,13.09,LAML,Tumor
GSM924509,9.86,9.65,9.71,7.53,8.45,6.57,4.94,9.7,6.99,8.16,6.89,6.19,8.53,8.29,8.73,6.62,13.01,LAML,Tumor
GSM924510,9.35,9.47,9.83,8.22,8.86,5.46,5.22,9.07,6.96,7.25,7.23,5.84,9.64,7.93,8.77,7.47,12.2,LAML,Tumor
GSM924511,9.95,9.8,8.84,7.93,9.01,6.4,5.25,10.31,7.46,8.51,7.66,6.88,9.44,8.48,8.51,8.3,12.7,LAML,Tumor
GSM924512,9.96,9.99,9,7.97,8.95,6.43,5.14,10.35,7.06,9.17,7.56,6.65,9.46,8.02,8.57,6.74,12.34,LAML,Tumor
GSM924513,10.36,10.39,8.46,8.34,9.11,6.64,5.07,9.97,7.66,8.6,7.03,6.92,9.47,8.53,8.57,8.98,12.87,LAML,Tumor
GSM924514,9.83,9.91,8.83,7.67,9.83,6.1,5.27,10.39,7.55,8.99,7.17,6.46,8.81,8.59,8.56,7.65,12.68,LAML,Tumor
GSM924515,9.7,10.48,8.89,7.92,9.45,6.25,4.62,10.21,7.08,7.55,7.4,6.77,10.02,8.31,8.58,8.89,12.48,LAML,Tumor
GSM924516,10.06,10.55,8.97,8.45,9.48,5.43,5,10.31,7.95,9.77,7.96,7.75,9.61,7.99,8.95,9.35,12.68,LAML,Tumor
GSM924517,9.98,9.91,8.36,7.78,9.25,6.35,5.1,10.45,6.81,7.33,7.54,6.2,9.4,8.1,8.63,8.5,12.47,LAML,Tumor
GSM924518,10.07,9.16,9.25,7.38,7.44,6.04,5.27,9.38,6.62,8.33,6.93,6.48,10.07,8.28,8.79,4.65,10.86,LAML,Tumor
GSM924519,10.06,10.11,8.54,8.6,8.84,6.18,5.17,10.7,7.15,9.14,7.24,6.73,8.54,8.64,8.55,8.44,12.85,LAML,Tumor
GSM924520,9.98,9.83,9.47,7.86,9,6.34,5.35,9.92,6.93,8.2,6.89,6.05,9.22,7.95,8.86,6.43,12.13,LAML,Tumor
GSM924521,9.55,10.28,8.75,7.96,9.38,6.08,4.85,10.55,7.79,10.31,7.14,6.72,7.81,8.26,8.33,9.4,12.68,LAML,Tumor
GSM924522,9.52,10.08,8.84,7.91,9.32,5.29,5.23,10.36,7.99,9.42,7.01,6.51,7.86,8.37,8.1,9.9,13.07,LAML,Tumor
GSM924524,9.62,9.89,10.07,7.52,8.9,5.85,4.92,10.27,7.45,8.45,7.56,7.13,8.83,8.23,8.6,6.88,11.99,LAML,Tumor
GSM924525,9.94,10.34,9.84,7.97,8.84,5.54,5.23,10.54,7.19,8.6,7.74,6.98,8.55,8.27,9.09,7.66,12.47,LAML,Tumor
GSM924526,10,9.87,9.04,8.29,9.22,6.37,5.02,10.17,7.57,9.18,7.65,7.19,9.31,8.1,9.01,8.15,12.54,LAML,Tumor
GSM924527,9.65,10.19,9.36,8.06,8.82,5.9,5.1,10.01,7.27,8.44,7.52,6.57,9.7,8.56,9.18,8.32,12.94,LAML,Tumor
GSM924528,10.07,10.03,8.74,7.58,9.38,6.48,5.07,10.62,7.03,8.67,7.11,7.8,9.36,8.02,9.02,7.4,11.89,LAML,Tumor
GSM924529,9.93,9.78,9.68,7.76,8.8,6.14,5.03,10.48,7.11,9.16,7.25,6.39,8.07,8.26,9.4,8.21,13.1,LAML,Tumor
GSM924530,10.06,9.82,8.65,8.3,8.86,6.33,5.17,10.27,6.75,7.65,7.67,6.42,8.77,8.16,9.66,8.71,13.3,LAML,Tumor
GSM924532,10.24,9.63,9.73,7.87,8.81,6.31,5.39,10.32,7.37,8.35,6.91,6.4,8.72,7.83,9.3,6.15,12.43,LAML,Tumor
GSM924533,10.09,10.1,8.88,8.18,9,5.83,5.27,10.8,7.2,7.81,6.93,6.25,9.06,8.67,8.97,8.97,12.85,LAML,Tumor
GSM924534,9.39,10.05,9.01,7.89,8.31,5.92,5.42,8.94,8.23,8.41,7.34,7.77,7.92,8.59,8.63,8.87,13.1,LAML,Tumor
GSM924535,9.93,10.37,8.85,7.81,9.89,5.58,5.67,9.67,7.47,7.55,7.32,7.08,8.26,8.13,8.51,8.03,12.91,LAML,Tumor
GSM924536,9.72,10.31,8.98,8.04,8.75,5.5,5.12,10.33,7.59,8.3,7.28,7.33,8.79,8.2,8.41,8.47,13.11,LAML,Tumor
GSM924537,9.63,9.4,9.45,7.75,8.36,5.91,5.5,10.41,7.08,7.82,6.93,6.92,9.63,7.76,9.15,6.15,11.93,LAML,Tumor
GSM924538,10.65,10.4,8.52,7.5,8.25,7.41,5.1,10.26,6.21,8.68,7.04,6.78,10.08,8.21,9.85,5.96,11.58,LAML,Tumor
GSM924539,9.71,9.66,9.39,7.44,8.9,6.81,5.17,10.39,6.38,7.68,7.06,6.3,10.23,9.05,10.2,6.38,11.92,LAML,Tumor
GSM924540,9.97,10.19,8.79,8.18,9.76,6.26,5.28,10.31,7.63,8.22,7.23,5.86,8.16,8.5,9.56,9.74,13.57,LAML,Tumor
GSM924541,9.66,10.45,9.86,7.79,9.22,6.36,4.81,10.33,7.2,8.97,7.78,6.92,7.67,7.99,9,7.45,12.57,LAML,Tumor
GSM924542,9.31,9.25,9.94,7.94,8.62,6.24,5.38,10.06,6.72,8.68,7.23,6.12,8.29,8.2,9.12,6.42,12.24,LAML,Tumor
GSM924543,9.45,9.97,8.93,7.82,9.43,5.98,4.87,10.12,7.88,8,7.65,7.82,9.67,7.98,8.37,9.03,12.55,LAML,Tumor
GSM924544,9.32,9.59,8.84,8.07,9.17,5.98,5.36,10.1,7.29,8.43,7.35,6.7,7.81,7.99,8.05,8.35,12.62,LAML,Tumor
GSM924545,10.06,10.19,8.86,8.24,9.37,6.31,5.06,9.8,7.36,9.43,7.82,6.63,8.11,7.98,8.28,8.85,12.83,LAML,Tumor
GSM924546,9.91,8.57,8.66,7.09,9.62,6.15,5.44,9.64,6.92,7.6,6.64,6.25,7.35,7.83,8.32,6.47,11.75,LAML,Tumor
GSM924547,9.69,9.64,8.69,8.42,9.11,6.19,5.28,9.66,7.36,8.44,7.13,6.53,8.41,8.18,8.79,8.48,12.1,LAML,Tumor
GSM924548,10.42,11.07,9,8.26,8.53,5.67,5.44,9.37,6.99,7.25,6.76,6.58,8.85,8.16,9.12,7.48,13.17,LAML,Tumor
GSM924549,9.52,10.41,8.86,8.28,9.45,5.57,5.13,10.29,7.33,8.34,7.77,6.62,9.89,8.07,8.44,8.81,12.72,LAML,Tumor
GSM924550,9.64,10.54,9.18,8.41,8.75,6.5,5.27,9.55,7.14,8.57,7.89,6.68,10.18,8.52,8.97,7.28,12.57,LAML,Tumor
GSM924551,9.37,9.5,8.6,7.68,9.33,5.24,4.97,10.03,6.97,7.62,6.83,5.97,7.61,8.55,8.43,8.08,12.87,LAML,Tumor
GSM924552,9.52,9.69,9.08,7.9,8.42,5.91,4.89,9.88,7.57,8.07,7.2,6.88,7.68,8.36,8.95,7.63,12.87,LAML,Tumor
GSM924553,9.78,10.35,9,8.29,9.43,6.53,5.26,8.78,7.4,8.6,6.9,6.78,9.27,8.39,9,7.89,12.64,LAML,Tumor
GSM924554,9.67,9.34,8.29,7.77,9.64,5.86,5.6,9,7.08,7.55,7.15,6.28,8.53,8.35,8.55,7.94,12.21,LAML,Tumor
GSM924555,9.94,10.29,9.03,8.16,9.47,5.49,5.6,9.25,7.55,8.84,6.98,7.24,8.44,7.76,8.95,7.78,12.53,LAML,Tumor
GSM924556,9.28,9.65,9.24,8.69,9.09,5.61,5.32,8.97,6.99,7.76,6.85,6.4,9.31,8.41,9.34,8.38,13.09,LAML,Tumor
GSM924557,11.18,10.15,8.98,8.4,8.5,6.15,5.75,9.57,7.5,7.95,7.1,5.87,9.36,8.01,9.67,7.91,12.59,LAML,Tumor
GSM924558,9.93,9.84,9.48,8.27,9.17,5.88,4.97,9.5,7.48,6.98,7.11,7.64,9.87,9.02,9.59,6.79,12.84,LAML,Tumor
GSM924559,10.11,9.95,9.14,8.32,8.98,5.73,5.33,9.06,7.29,7.5,7.18,6.57,10.13,8.85,9.41,8.01,13.26,LAML,Tumor
GSM924560,8.95,9.72,9.9,7.82,8.3,5.89,5.06,9.47,7.08,7.29,6.77,6.48,9.22,8.43,8.96,7.63,12.79,LAML,Tumor
GSM924561,9.27,8.99,8.26,8.54,8.62,5.55,5.64,9.95,7.44,7.91,7.39,7.82,7.35,7.6,8.8,8.6,12.37,LAML,Tumor
GSM924562,11.23,10.4,8.64,7.94,9.26,5.88,5.81,9.44,8.03,9.98,7.16,6.18,8.68,7.97,8.76,8.89,13.09,LAML,Tumor
GSM924563,9.18,9.89,9.81,8.39,8.47,5.56,4.99,9.16,7.18,7.82,7.07,6.68,9.1,9.25,9.49,6.65,12.43,LAML,Tumor
GSM924564,9.43,10.39,9.23,7.97,9.13,6.22,5.33,9.78,7.16,8.02,7.07,6.82,8.72,8.36,8.92,8.78,12.98,LAML,Tumor
GSM924565,10.26,11.69,8.92,8.06,8.68,5.84,5.58,10.08,7.5,9.71,6.96,6.41,8.8,8.24,9.2,8.49,13.26,LAML,Tumor
GSM924566,9.86,10.69,9.76,8.95,9.35,6.2,5.11,10.16,8.11,8.23,7.28,8.5,9.63,8.25,9.54,8.66,13.13,LAML,Tumor
GSM924567,9.55,9.86,8.43,7.97,9.53,6.47,5.11,10.27,7.44,7.92,7.75,7.11,9.15,7.97,9.11,8.74,12.86,LAML,Tumor
GSM924568,9.86,10.34,9.12,8.47,8.86,6.15,5.32,8.86,7.5,7.46,7.13,6.67,9.53,8.57,9.08,8.5,12.87,LAML,Tumor
GSM924569,9.68,9.85,8.9,8.48,10.01,6.09,5.32,10.14,7.38,9.49,7.3,7.11,9.27,8.28,8.44,8.48,12.94,LAML,Tumor
GSM924570,9.5,9.77,10.04,7.95,8.9,5.98,5.24,9.85,7.05,8.71,7.62,7.3,8.78,8.49,9.02,6.61,12.33,LAML,Tumor
GSM924572,8.87,9.67,9.99,7.44,9.09,5.21,4.93,9.62,7.19,8.31,7.79,6.42,8.65,8.73,8.83,6.21,12.37,LAML,Tumor
GSM924573,9.45,8.94,9.59,7.73,9.08,6.17,5.71,9.3,7.3,7.76,7.03,6.46,7.95,7.85,8.7,7.42,12.17,LAML,Tumor
GSM924574,9.86,9.74,9.07,8.27,9.73,6.05,5.31,9.55,6.96,7.87,7,6.98,8.8,8.46,9.28,8.07,12.56,LAML,Tumor
GSM924575,9.87,10.32,8.38,8.02,9.61,5.83,5.17,10.8,7.98,7.81,7.22,6.19,8.31,8.41,8.69,9.77,13.1,LAML,Tumor
GSM924576,9.48,9.93,8.9,7.79,9.3,5.56,5.16,10.16,7.55,9.42,6.94,6.38,7.44,8.06,8.43,8.27,12.7,LAML,Tumor
GSM924577,9.62,10.58,8.01,7.91,9.67,5.28,5.58,10.28,8.27,8.54,7.39,6.76,8.85,7.81,9.17,8.68,12.9,LAML,Tumor
GSM924578,9.59,9.95,8.54,7.46,8.62,6,5.5,8.99,7.65,8.57,6.89,6.33,8.19,7.71,9.07,7.92,12.33,LAML,Tumor
GSM924579,10.37,10.52,7.9,8.08,9.82,5.55,5.16,10.22,7.79,7.37,6.93,6.1,8.36,8.09,8.37,9.93,13.93,LAML,Tumor
