Tag	TCGA-AB-2876-03	TCGA-AB-2952-03	TCGA-AB-2915-03	TCGA-AB-2929-03	TCGA-AB-2938-03	TCGA-AB-2849-03	TCGA-AB-2877-03	TCGA-AB-2986-03	TCGA-AB-2971-03	TCGA-AB-2955-03	TCGA-AB-3007-03	TCGA-AB-2896-03	TCGA-AB-2821-03	TCGA-AB-2841-03	TCGA-AB-2899-03	TCGA-AB-3001-03	TCGA-AB-2924-03	TCGA-AB-2941-03	TCGA-AB-2892-03	TCGA-AB-2812-03	TCGA-AB-2869-03	TCGA-AB-2806-03	TCGA-AB-2863-03	TCGA-AB-2982-03	TCGA-AB-2883-03	TCGA-AB-2851-03	TCGA-AB-2980-03	TCGA-AB-2805-03	TCGA-AB-2819-03	TCGA-AB-3008-03	TCGA-AB-2846-03	TCGA-AB-2880-03	TCGA-AB-2925-03	TCGA-AB-2933-03	TCGA-AB-2984-03	TCGA-AB-2966-03	TCGA-AB-2934-03	TCGA-AB-2970-03	TCGA-AB-2878-03	TCGA-AB-2976-03	TCGA-AB-2843-03	TCGA-AB-2917-03	TCGA-AB-2900-03	TCGA-AB-2874-03	TCGA-AB-2995-03	TCGA-AB-2895-03	TCGA-AB-2872-03	TCGA-AB-2935-03	TCGA-AB-2931-03	TCGA-AB-2919-03	TCGA-AB-2886-03	TCGA-AB-2937-03	TCGA-AB-2894-03	TCGA-AB-2996-03	TCGA-AB-2987-03	TCGA-AB-2991-03	TCGA-AB-2859-03	TCGA-AB-2811-03	TCGA-AB-2865-03	TCGA-AB-2977-03	TCGA-AB-2845-03	TCGA-AB-2866-03	TCGA-AB-2949-03	TCGA-AB-2853-03	TCGA-AB-2858-03	TCGA-AB-2893-03	TCGA-AB-2943-03	TCGA-AB-2839-03	TCGA-AB-2973-03	TCGA-AB-2836-03	TCGA-AB-2826-03	TCGA-AB-2916-03	TCGA-AB-2891-03	TCGA-AB-2808-03	TCGA-AB-2814-03	TCGA-AB-2823-03	TCGA-AB-2815-03	TCGA-AB-2885-03	TCGA-AB-2918-03	TCGA-AB-2813-03	TCGA-AB-2847-03	TCGA-AB-2871-03	TCGA-AB-2981-03	TCGA-AB-3009-03	TCGA-AB-2913-03	TCGA-AB-2884-03	TCGA-AB-2830-03	TCGA-AB-2881-03	TCGA-AB-2857-03	TCGA-AB-2908-03	TCGA-AB-2946-03	TCGA-AB-2835-03	TCGA-AB-2963-03	TCGA-AB-2834-03	TCGA-AB-2948-03	TCGA-AB-2930-03	TCGA-AB-2890-03	TCGA-AB-2898-03	TCGA-AB-2940-03	TCGA-AB-2994-03	TCGA-AB-2956-03	TCGA-AB-2944-03	TCGA-AB-2983-03	TCGA-AB-2988-03	TCGA-AB-2921-03	TCGA-AB-2861-03	TCGA-AB-3012-03	TCGA-AB-2882-03	TCGA-AB-2889-03	TCGA-AB-2975-03	TCGA-AB-2870-03	TCGA-AB-2936-03	TCGA-AB-2950-03	TCGA-AB-2999-03	TCGA-AB-2959-03	TCGA-AB-2822-03	TCGA-AB-2932-03	TCGA-AB-2910-03	TCGA-AB-2817-03	TCGA-AB-2912-03	TCGA-AB-2901-03	TCGA-AB-2867-03	TCGA-AB-2875-03	TCGA-AB-2998-03	TCGA-AB-2820-03	TCGA-AB-2888-03	TCGA-AB-3002-03	TCGA-AB-2842-03	TCGA-AB-2911-03	TCGA-AB-2810-03	TCGA-AB-2992-03	TCGA-AB-3011-03	TCGA-AB-2914-03	TCGA-AB-2828-03	TCGA-AB-2965-03	TCGA-AB-2942-03	TCGA-AB-2856-03	TCGA-AB-2818-03	TCGA-AB-3000-03	TCGA-AB-2840-03	TCGA-AB-2844-03	TCGA-AB-2979-03	TCGA-AB-2928-03	TCGA-AB-2825-03	TCGA-AB-2873-03	TCGA-AB-2920-03	TCGA-AB-2862-03	TCGA-AB-2939-03	TCGA-AB-2927-03	TCGA-AB-2897-03	TCGA-AB-2990-03
NOP2	29.0878506036184	49.04634936379	42.5659022243647	29.4609818744821	32.136802664701	22.7978865301808	82.2500905849861	30.2598903514122	37.216160087717	23.6296208362408	46.4726852242639	45.2986181900602	52.8506895548692	35.6047059898652	51.4889712821044	50.2026666468291	39.6150932298355	37.5792571747892	38.0155771121329	72.2939582295134	52.339654162595	35.9612440534739	42.7645083023179	36.8433437290776	22.3522170491308	40.5261990339845	35.0463393887663	32.1285412509582	43.726136494853	42.4608141146984	55.5887738285564	45.0480902051586	58.0679575913855	23.0415010038227	18.0788099965469	26.1626898517744	46.6410028241283	38.1078890720506	26.0342383078982	42.5586051772363	50.0043304468808	30.4157703570904	46.4471339852953	48.5423758545339	40.5923674785071	50.2918688523221	50.5196207780201	47.0785138312093	53.6195954866517	65.7330107768842	53.0727151382234	13.5493907395516	51.002411539604	33.514713664009	15.469101844872	85.8687081408234	43.6519178502519	33.6760940283831	40.7930665640525	40.5608166419339	51.1339749312694	56.0202478112294	28.9510746205888	42.8478056221398	40.5416035621295	34.0134933494087	31.7426111930323	41.3588654823787	17.810869196287	44.7169064096752	24.813199994448	19.9690797204046	35.5324659393204	36.0061233930934	32.262000499658	42.6306249994887	33.5236621314296	42.2540913176066	55.7311348196542	28.0754631218416	46.8175250292979	45.5586946036798	25.6705071794374	52.4456854398432	37.3515814067104	55.986993036107	45.7119411167941	38.0858129926592	49.12911260805	28.4488680844993	38.7975127905671	41.3004435460985	43.0009219962729	31.6038409137584	34.4263013017303	52.6954496081801	31.0333413487371	29.921995903372	48.0623133368048	48.6676406604755	60.3302726009636	39.1920872350275	41.5888341950725	55.8104845928517	53.0587247558283	72.3684810336455	47.3336176257009	46.6618970266306	38.1023660538103	49.1481061959788	50.2440266149991	35.2368316204964	34.4183816474012	33.3700093033139	32.5243381051078	35.0695374744584	34.1946390484115	60.2912733586601	46.1452375319687	32.0593304627033	33.1544377320105	24.2515014526307	46.9100738189499	46.3856845532858	40.9723622694322	30.8716613545139	55.9844922593951	20.6165326468546	24.8663189238665	76.5062319184202	27.1551477551703	112.951382466126	38.3344791435816	30.6635552140479	33.0027315280253	30.7845706655808	56.5529420496417	38.8823403144379	49.4028990379446	46.4904223094668	51.1246300474571	45.8634403589135	46.117885667762	44.3470364296557	31.7239341371651	45.1598104689601	59.0615101437294	38.0600374782762	46.571703195977	68.311316731024	49.5025863011655
NSUN2	37.3980454864559	40.2912425965479	52.5086615902407	72.2771802119837	43.3091693849187	47.6852145625984	47.4370534828449	22.708805166283	40.1851731004657	42.8541189919556	14.374127397546	41.901582691216	54.1696471337613	32.3693642166978	60.7316633114738	52.7052344803604	53.8036527115041	66.4748921280598	31.9618915596982	42.1979139225318	55.4263981316785	71.3736409318337	64.0280399588386	30.7171523826911	24.3127835302231	42.9668925208853	29.5755686340418	51.9795840302584	53.7908456665142	63.7752245149942	60.2608686790896	60.2685920517517	44.1561400128421	34.3586987033266	9.96338919831446	36.7521902412969	60.5425590801599	51.2274439833462	35.9003639790897	33.5991515429038	39.7156732098499	53.148628937501	50.4338712688031	49.0780569101337	47.170330616637	55.7960118519577	22.2492140766485	66.3732496854795	55.62151457065	46.4638017028231	88.3228842657087	16.4604636088927	32.0162422922767	42.353445414261	31.8544781631132	32.953963697159	57.6536545214062	23.5412840794583	46.6420871590044	20.5450822122775	50.3755583782245	46.3841554820229	52.5266826087955	50.9585755126104	52.8254750877272	39.743253951883	46.9226922963792	32.6141120196588	29.8161484447062	54.2871290332703	30.3433655899548	36.9051648134415	50.1818066616741	53.978463306596	48.6688387992514	40.4354055090589	45.7830975296985	76.0747814009141	41.4599058321908	41.2633387128464	47.7017064025465	44.7718710996306	51.378451347728	66.5551532717425	46.1579812240728	49.4277053964156	45.4201057827063	57.8296244018623	50.1713024228403	47.2274671277305	48.6013190097881	53.782900511154	44.9424754339088	35.2588162581043	47.1399874294438	42.9796300939288	42.3180475170515	52.5443501247425	50.2327100635602	37.5452689652313	58.0873386007329	55.9684890002612	35.9426101682305	49.339244824569	51.2617053959143	39.6838712871546	37.4943066115119	58.4989045960272	53.2156163092723	41.2243600122037	59.1460000859314	50.3003773633667	42.1830518086161	23.9176832520694	40.0479787334899	56.5493917307807	54.6557109251878	67.4799068649208	67.3078114327402	44.7217331491774	48.1519162810122	33.6547533072202	60.8570452214508	81.2011253458974	65.6041402401452	59.0221754294047	45.9401183420847	30.0958839298227	24.7193463082539	27.0566906334168	41.4152377631028	59.175578250264	50.8790230395158	53.1335743767026	37.2685095492546	47.4838324288594	42.9196538212779	55.2773493261143	53.79720576065	45.4099130508446	59.5281580912481	45.7892955640123	72.8388765805433	76.1863171981871	38.1494578357018	29.5959600579848	25.7232184622425	35.770541179434	34.5409357180203	20.732142312901	32.5423069445036
NSUN3	12.8191362631401	8.58546373135777	25.0530701686642	14.2516500386868	11.2532006600289	24.0657733909446	13.7958990673833	6.55643915338659	13.069522935365	15.3671641375362	9.5026095348454	15.0011819508916	13.9845472108982	6.9238519619465	13.9435971919239	11.3981404391764	13.5554738987458	7.20843650488125	9.09198411050189	11.8195219439933	14.1832163697578	14.9265406042702	19.8440183833065	9.08748872455882	5.50868402165177	11.2303066498475	9.94763384853356	21.1567417339369	8.18123268636599	10.2927021676341	11.3869411372442	12.4252058535382	6.01259012838825	13.080699517149	6.83515225085224	14.4540713294396	11.6398127252126	14.8326857059341	9.40601766091924	11.9266258661562	9.81655127079897	20.3884811936873	8.34429683345679	16.1590653459039	13.9097930771281	19.126855935556	8.50237417986182	13.9070036732897	17.4248472817989	16.3935073894807	13.3958080218164	4.97796877143846	10.7091999689359	16.7981960234002	11.1365556260885	8.19076323374434	13.5500593867517	5.31508968152881	13.3583762190551	4.48868294669009	12.3275434547972	13.2165923582088	13.8621880142163	13.3465815874471	8.69276054529673	6.44891430976307	14.0443993550979	10.9836167792988	13.6534622744441	14.0192736014815	9.13207898830008	15.377784380504	10.4532353472666	12.3578874355741	13.7414499776169	9.29640765104143	12.4381013415987	7.28567306456013	10.3984094869184	8.63358786403832	11.8270837326027	12.7173600515081	14.6158487791573	14.7717668753706	10.9267606674655	11.5146812622025	13.0716824476483	12.3886948691937	17.2765093710374	5.7861979034178	12.1617419694543	6.03000711024311	12.2911813205255	11.7026744633923	13.3219152824255	11.0642278323249	15.1257788536624	14.6689918512781	12.2924519941614	11.9344531081892	11.2263997768565	14.6674434132495	13.1740429539919	15.6790949936189	10.3914304354386	7.27978859606014	7.85762338582915	13.884512225236	11.8257062810266	11.6033426882386	11.8537965807799	22.6401649953875	10.093725539067	8.72077403438698	18.5107830815598	17.6775647416239	9.57934848644605	7.00280133893086	14.6627972495727	14.6546870331267	14.3981192976634	13.4879060378156	12.4229119038425	9.48924588581749	9.35063773387533	16.9793584310538	8.73803484851971	10.298323444062	10.6449506729045	5.77678610016145	11.8549092493207	17.0649203107183	14.8798098340345	15.0209896181405	12.4871494719199	12.1907883820511	5.8305033229488	16.9015661869592	11.8885027216193	9.27067866838579	11.8666899230621	6.87045347615792	19.4662076525343	12.9928649290669	10.6476643012624	7.28881279245651	8.0422156316008	15.4166898529157	8.12094463946807	7.9434177936968	9.84000032389355
NSUN4	13.5604706320461	24.7038041597358	19.0564221316111	21.9694554239711	23.3147297080724	17.4682293915146	35.6424389071031	18.4704596340097	18.0476704307688	11.268166401874	18.1944737068813	24.3743253560527	28.4616741501082	9.78691816794782	27.5587123922397	15.9963500146676	17.5349625148186	30.0649156862495	12.1097212232052	17.5845383067611	23.7655390817739	28.1122820305985	26.8652533936452	16.7642835002897	17.0685733601469	19.5042717110579	16.4903876600823	19.2154920379811	24.5209035527058	18.1187601659561	19.7631400698387	17.4008548276717	14.043268195567	16.3830022489819	6.29978444496097	19.3221264714065	21.3155299334639	16.5002948558995	18.0103935647814	19.4515429645671	18.9673210821045	23.4766455232044	16.7474000307761	24.2884285605595	24.9719048844019	28.6298335242332	15.4972245320195	23.7384703069868	20.6264557898016	22.2411944806866	26.6127004772806	12.81309316688	22.6507103324376	25.1655035462778	14.2067907503921	18.1862352201144	27.125239340335	13.515332624632	27.704932587286	11.7650351915194	17.8485520867967	17.1404910798414	25.2178779646426	23.4082956508246	21.5148870302936	17.0414632279273	19.9102251319761	27.1509132282172	16.9351517976592	19.0389284857152	12.8129774421424	12.0047114605646	18.0435380065919	15.286288192893	23.6721716014022	23.6065996692888	14.9732206054451	35.9348490312698	19.9197154735809	13.0815019207662	20.2347262451641	25.7710326982602	13.7539227654479	37.2819303357915	17.6787336647206	25.8681758117794	20.0276536549602	22.8508526991512	25.2437754082219	10.8398053905014	14.8050282553087	18.5039136419313	18.8076987839146	16.8746974741516	14.2729550306197	18.378235390313	21.9223206412859	19.5526156890656	15.3519224947355	23.0912291430277	25.9669714065086	36.3138487186594	19.804440296262	22.8772154530383	17.7350794990942	20.768473566262	16.4428524772311	26.9371117183826	16.3873217625168	29.0391875201343	22.9459558588615	21.4770623297341	24.1171333265439	15.1952408682072	19.5710633933132	25.3367080132755	14.729430505914	21.1011533748182	21.2364883196926	17.343285266956	21.3613114462883	23.7397389878147	27.6931311824332	19.435307626049	29.8306687868278	14.9037738133088	35.8327433312815	21.7770796553564	10.3769170271398	21.9643689069878	13.8558285963022	24.5837971103779	17.8154421192706	17.2201447989053	16.9891526336051	16.8653639441293	15.0850829143697	17.8146431398227	21.2134464491026	24.0277541322671	22.1128615638165	14.084458415718	36.068816029262	17.1389592989815	28.8858823314022	20.4781313340959	27.2354529020827	17.2770288055422	11.5665701449733	26.1278856457988	15.2759482174577
NSUN5	12.9870697190246	21.6757199251953	22.8007623872973	15.5354355604354	17.9497062459453	11.2790635521613	25.2221708949482	19.0051806822015	13.248691100159	14.2169734822172	17.925250557822	24.3433508179499	18.0857218984685	17.08400643364	26.0731267092347	23.3097558309805	28.1144415444556	16.1781301785937	11.6515539314191	10.7855395659261	22.5975632920097	19.2529915842528	13.7734714370634	21.040844460928	25.9748871106889	22.6394829430364	10.7659625182607	15.2117474151517	20.8811565597785	32.6475881999163	20.6429918196929	25.2436976508214	39.5438008730033	16.5554025199957	8.41390705149625	12.6163125281851	26.1759628013516	13.6340876250848	8.32781849420779	17.2627308146548	25.8887279233881	8.31030754739981	29.3185088580125	9.09417394433997	23.6264784506528	24.5631585633307	29.689401543379	28.509573717154	22.2218517619579	33.2690157457076	30.2519022504268	13.0753670872727	10.9528502106205	16.7495725217748	11.6166736511758	19.5648112010568	26.350087833663	27.1517442422425	14.1479512047621	23.2848784375751	31.7292334671606	29.0120023697953	17.4289723792721	17.4053181778354	20.3113152410664	41.2490593812778	22.2460035831913	13.2323030070765	11.1401516377112	25.3118929348365	21.366499321696	11.7071565590758	18.4650131263065	18.4210895093846	11.697300414143	18.0081780336716	14.4288463453124	14.4225080102893	29.2826570464267	21.2217278755814	26.2480090223983	23.4139875457885	15.5496747940823	26.1890495855042	11.0812893665381	27.5326459457306	28.6853258054685	18.911192232563	16.4016524450291	17.8093092626208	27.2959056103469	36.4594684441958	25.2794498851302	33.849112065374	27.7726721293683	46.4534218956885	15.2645093605034	38.1634273287978	25.2036718692429	22.6113900181299	33.6271355654677	9.58758134462483	20.002765265905	29.1264367540017	34.406114360773	41.0867517215889	17.7276361559714	13.128302289415	20.6182809042464	13.3231116982705	27.3164949542362	23.3821503131907	19.4413481628534	15.8882581318268	7.03233223332954	19.2694045467267	37.0477039000349	73.6827562940866	10.6772540190921	9.95647990072477	16.362724817665	14.2730533961622	29.750800506706	21.2272704062928	24.3989527993153	18.8539093282936	11.9884229434613	17.0954304243028	10.8400280542652	26.7351454991591	31.7194576433509	25.1720140180155	10.6521351162042	13.3459582228556	13.0483726800003	15.8386776590135	37.9680120998378	27.1500061728684	33.8342926376249	15.0290202434199	27.1586541698294	40.376142961603	14.3926524270339	25.0024342155165	22.0525605042497	18.3064869078429	18.9036427500411	25.6234430024973	13.4302070275411	32.9572538763947	26.653710703501
NSUN6	25.8488666646305	15.6275548164271	29.2599161064341	59.3611815995557	41.5370133220239	30.8286223102651	30.4086086190834	13.4642433611997	25.2830101951692	37.3379002302971	38.0736161227575	32.4922396011706	28.7508663708454	15.3079874530314	15.2980582033404	22.2233814188401	27.048435807632	23.1995710885085	15.992233855745	29.7287958709984	31.8164216997007	41.9446843976214	23.3307527393026	35.9067586908638	21.1452024168104	19.7154126516396	26.5728484721097	29.8554659253731	21.5369304729814	25.5597441027948	20.7855513580571	30.6953928609744	14.8373757847857	22.0067187500251	8.04720904710247	21.5031840770525	23.0167437561741	19.7073651228862	22.2320235726967	31.1952961891814	15.9879394071854	45.3399306696345	15.5123759084518	33.8542939289616	28.0165460146383	46.9093049014697	26.0020448501556	29.6138962847532	33.8037121367152	34.7182519476841	29.8112637555091	8.03946514809552	40.4686478561239	19.039531609276	8.33416691180856	29.7609478879002	25.8379212115701	11.7351390694046	24.4602510463904	9.31796758066884	28.5851967428121	19.7057195114678	37.5678393111833	35.8905701406507	20.1469104369841	10.9710561380674	21.6693469341533	27.1447113665705	14.2142248283116	20.4638110374969	12.1098419495434	10.6898937468523	20.1305100038536	27.1943183147662	30.6675969186994	23.11365104167	20.2858376375454	43.1643215816798	28.6750549735541	13.0315646855434	26.7699570405041	34.1018132897402	19.9108557446768	41.0402457037015	29.3938699343339	26.5198403447072	17.7531354701837	29.6009518860775	43.7265359320574	19.7607425368238	23.6861404635067	10.619818288426	22.4746869587165	13.8747171467354	19.6593545168781	33.1042288365267	24.0022554752875	27.7010915749858	33.2092935796278	21.9617957224839	22.5788110906766	46.5989662855676	20.4786247987475	40.5596985227179	38.6981700578223	20.7648282425558	18.2837875970051	40.4792636425443	22.11192399781	29.8666657316263	32.4562903729504	20.2685426703375	28.8074226168488	29.9248924921399	23.3890716133215	23.7487692609758	15.9324391971877	16.7790536214173	35.1607313136558	16.5767202948097	33.9991863445871	14.7072933401237	25.0225214815685	23.0669346431982	31.2707713616031	23.637258313911	20.1641221784277	16.8371053306513	11.5825355647335	13.5757290540033	13.1240206108343	33.5050419862021	25.3892757565337	17.3585950706051	20.8624153520948	21.1369030137771	16.7792696646775	37.2654883387864	33.6288238163024	23.8257081435059	32.8331218616106	17.6057627468002	57.7049406671782	23.6268300112508	16.6137177002544	22.0633714102734	27.8462415666032	48.1702134175793	21.344636248465	23.2844364660972	30.8985731855953
NSUN7	0.0175612717687717	0.50489129840495	4.39593008038541	1.46638512887558	0.375685384166221	0.270785676111419	0.0465791710673709	0.0807252001207275	0.585252720620339	0.0466627706009552	3.48478489710099	0.486344406752946	0.486959190237093	0.0842050524136895	0.358870815659023	0.311695127557528	0.0385582340009816	1.52692864212088	0.0331888294184838	0.119815931530886	0.38367039079205	0.225629097430112	0.222247263355048	2.19624455036831	9.14717256083777	0.0414386449292869	1.39570007295435	0.180396083851272	1.37936541975414	0.0587885542670999	0.0205315656776672	0.415847907683235	0.236242437199948	4.68294184676969	0.015226877830049	0.0763941494379779	0.142650347993191	0.0534082383492434	0.993156960728544	0.0841099439769499	0.16115313964213	6.99730250657057	0.0457242863805055	0.0259554632447656	10.18584135477	0.85272093558029	0.124227743918797	0.855214208042179	0.129105600629964	0.0421085563899057	0.169171968496399	0	0.264805159274288	0.0410680873755305	0.220214798295159	6.90778645113798	0.156141060576704	0.106168400148225	0.159209919615854	0.109179047984213	0.331538909048401	0.0919825335488616	9.31410769292345	0.125995522348871	0.0920101584317364	0.486458696581568	1.03634976574716	0.158915550535085	0.350545392339495	0	0.0646890895616905	0.899814227133675	0.0709214849664408	1.00422092321557	1.67455879074989	2.32752577388689	0.0502514418680697	4.90420433874913	0.0176793116006578	2.32075535867069	0.0396510341677055	0.141875250224206	0.0568033463022453	9.08242493391327	0.469619331990481	0.173442150724562	0.666731813439995	0.0396383649529899	0.851888302364602	3.65170115286483	0.019173016320053	0.0558557936177046	0.460180234546743	0.26712358554822	1.54387509559211	0.474587173982982	0	0.0533019228222318	0.0207515371588642	0.657297103508949	2.86139109402306	1.48184881180015	2.24023511125763	0	0.0296999509548181	0.161336402200881	2.80753591273809	0.883544901997199	0.0387206070066478	1.6722906574995	0.0677050158656757	0.329333125826083	1.78082839734749	0.790166708583205	0.024650072943451	0	0.035292151934559	0.437567234123354	2.59850317660542	0.148016793985469	0.0937715577033615	0.143713399389533	0.0421225377931614	5.07917229309606	0.518980597948684	0.0737889095772566	0.0439422083461919	5.85544392100748	0.0370965908225088	0.0539998501615901	0.722390386841899	0.0940150269752154	0.0228240554953389	0	0.0473466574938154	0	0.615276308056041	0.103727563669071	0.0898202472324227	4.90415814602886	0.423689131566203	0.0165089776324598	3.70818058169881	0.448851086805046	0.332205975416666	0.282251324599308	2.67918102346043	2.39013515252307	3.47155028480574	1.2968835983671	0.348346495860809
DNMT1	50.3297587357395	72.0166722398271	77.8015309404125	85.401216072383	131.540799108649	72.0624499973422	73.9183485924734	28.1926811687618	60.2204037995269	41.5410885265136	52.8001931228518	75.181361316526	86.1060404739145	39.4761812809292	96.6897871005044	57.7683454703271	72.2718439608018	99.1707577548171	56.1526941136452	52.6571414359819	78.9725317390646	55.8149138185452	92.0706251681765	40.4981367416114	50.9481485769159	44.3104327022732	57.5119835644236	70.5923490134637	66.9953905813675	118.357659220418	90.0077849985286	94.1651843386184	93.8472647684934	57.0582060426311	16.1167766117165	53.5002983284549	43.2719841035596	70.0969934383554	48.945538445045	62.3868972520474	96.7582138648042	80.8997678751605	83.7173969025794	97.0615199422476	79.680155937924	63.3531613115906	49.0713574336203	67.1727034391736	62.2766918469665	97.5935688693649	80.6601618633096	30.5755024043336	54.7270195164874	68.482754554947	35.1999200803189	77.758962107679	54.2813471865829	52.3747633738434	88.7909626056565	18.1797157931737	85.0947824023468	100.865439679707	58.0212005719828	45.8364661964417	51.4959028280996	84.6710206133642	63.6378154217622	43.5943348198521	34.4522891263997	79.4258539820967	51.047853742032	45.5206292451053	136.18963852855	57.6772995580462	26.1294559319591	54.7388028173869	80.5059698244842	116.094118434443	103.947162095758	68.4910186844507	76.0999194646122	59.9389042029289	69.6272641967587	84.4581373285255	34.5046081529928	70.2127324759934	92.0120394161364	75.4251400668461	113.981702931083	44.8290939525373	74.8538200462466	105.10249436021	61.9522479321656	96.6485480910101	87.4329735713745	93.9136121909485	61.6981828046195	75.5442776261192	91.7633481573397	76.0238257492583	107.536247528616	50.6456926259605	71.3998090253133	78.5775818829441	48.6945066848254	68.0396474699394	40.6608533325802	68.0970406155717	75.4635380611439	67.9979601103808	124.83914724932	72.5983610080515	66.0085134050967	25.4124954979633	75.8331260763249	53.5433349707228	88.4300132299253	110.718347371368	84.2352553543603	86.1562906051178	93.0061459277428	67.8664417896026	83.1914789448129	109.97713929411	70.4782589452406	52.3079456239143	90.2316913978312	51.8210097559483	37.6979676098687	68.9231023418735	81.3195411977241	126.735097159649	64.2229219525153	68.6493938491286	62.3926867225584	59.4425238613439	68.204870644904	45.4578317979636	97.0203908239623	72.035804678866	88.194415857812	82.7954012806238	110.681193202218	78.9277785724371	56.8023655390347	93.6185423169741	59.5381503721757	89.8151527681174	51.6500267647493	41.5725595949408	64.5751761711364
DNMT3A	35.0285834285589	22.785601482505	31.1240626922729	54.9685079161857	18.3904434084235	40.7941099133764	43.0100905235714	18.3340710514992	26.7038838701151	33.9742548645454	37.262389911301	34.9534002639484	24.5000504717702	18.6916161637711	47.4622798991498	38.7325020013986	20.0124163398991	17.0775534180744	20.8352071250403	19.6796941296016	28.1233813696884	50.7649701460528	21.8257906488036	29.4429426464383	14.997226595058	15.7699210520661	22.8982310095865	12.9064343172741	25.7936980685596	55.8987789167166	31.2055748013957	44.5823092083759	12.755456386603	18.1946972098629	13.4941351406991	14.6565035710675	23.5665020824425	25.293430757232	14.0206879049191	24.6278618284173	30.8449361665009	37.0316173435011	16.4566347584386	30.097419658257	45.9186206535426	46.9801846354576	25.6188495105827	25.3496712519771	30.7091864428604	33.4161872860773	67.5243578860213	30.8176291423708	11.9366939836436	23.2131589758101	15.4184068892207	27.9072848552817	36.4291828815835	8.34750959905299	46.6968787125398	13.1350258107832	43.0830094288192	16.1456895223575	42.6626500111094	23.9868640231351	36.9734233022512	8.85111078091647	23.9150210169622	24.5267907370725	8.90447307374487	20.5752084528897	14.7009023647998	13.1608645982568	19.9925424010223	29.0432404999282	25.1166366042395	28.1995073694387	27.6396308362069	54.5464835529527	29.5408412423563	11.0549568794989	29.1264885378638	35.5111154592796	12.4973410806975	64.5044374293078	23.8859944897947	19.0511340223573	30.00199973338	29.7876178898024	27.29721026857	19.5874191710979	34.2539431043443	10.0112541533805	24.6414034838012	18.7252554053815	12.5673893463109	33.7150586462961	47.902756480866	39.8668760676646	34.9436687993774	29.3395903533854	11.4374236510374	33.7704344628285	28.0046456991509	32.7087743193988	26.6707140936048	6.70568850651768	34.7747670949361	47.7067570621518	32.4791157504365	28.1074264237366	46.7558447635336	35.4252409958473	34.8003890808025	29.2099439468073	39.6759042957733	39.1041337385491	15.8601521456726	39.9114708974468	36.5150440975096	15.2956410293618	25.2013479729023	22.6196213861506	45.1993193423953	27.4906101530942	46.1352163365151	17.0736364064981	29.193389969358	16.3383691786731	20.3919527677894	23.1628089393128	20.1410952702904	51.1930437168251	29.2134846321884	21.5206229746056	13.8000459653405	28.024479943942	13.3535614595803	17.0709957202871	41.9193933408921	24.953349217222	26.5855614335266	49.3911911937711	45.8592891013387	15.9584361055648	14.8704017580221	30.6482358170816	36.4756146608149	55.4350573771812	23.807456371161	27.2830214652421	20.8270631721585
DNMT3B	21.9499663363821	50.4750844842889	54.0159291113928	142.929033582279	19.9107735982585	145.448051818665	22.5458479616188	32.1821767829547	11.7459316750333	41.6703177508533	35.670176490079	72.6511208778463	37.9052552254714	10.9203950220549	28.6407887672177	32.8902314296989	27.660494508756	30.978314305065	1.54205480341726	26.323157197245	59.0222033951161	13.9306306180854	35.9150617550383	25.9911009854836	4.46960899380961	25.3471330501459	33.1943433445143	7.34810784058375	9.90850152482238	63.3146888693175	2.74656474527978	31.9902903600398	16.5331743972301	17.0903243811169	18.3013784997441	74.4616249544414	48.9814463792862	24.306077737484	23.1593895260541	45.4702935045629	35.5787706181624	25.9400019692235	21.8052110033009	27.1674656537328	44.4950403198001	103.882847689511	14.2261273372335	61.5687733653243	111.34685239279	48.5253183216087	16.7570132837893	8.53418117607302	8.7252327694116	25.3091889798694	1.22659599411684	42.2260204612507	72.8212615025634	15.0818136133384	94.2149973471721	22.9828599687901	26.3361213118982	5.11915579151976	63.0497938805438	31.763525609862	25.0491157988759	5.70558864800948	83.2678243631989	46.8986904809364	2.50575600537105	35.3085851980292	4.85528642233347	6.57710295056008	45.0227355232746	20.6534579616451	42.317876827956	28.8947058788295	3.33548015440501	158.311977871323	86.6388296770456	10.9084052474395	45.1871749313437	43.9705413733744	12.0458427559756	51.4322405328894	26.2835461650828	30.7955716435851	60.9128488799603	1.51790110284343	39.4858642467054	78.7112872117806	19.9899938672993	8.36558132316654	36.9357552713711	27.2777605285526	9.75803472491118	37.7667130673152	31.5404545622619	45.8029524327441	27.2301401680207	19.3576864672692	7.55181631272253	135.479947941263	17.9400126099567	94.6866352496944	31.9511687491359	9.81185507916222	27.5869821300817	48.7212993560926	3.02482371262386	31.1413010923176	4.93184977773677	42.8451158117902	9.65364315671799	21.3050421835149	18.8536961366308	15.8837445346024	9.40621983249704	6.68588452688447	26.3017638504957	14.6831198190386	62.2176918256513	23.271194602537	9.59214794535486	35.4999404528031	29.5943892621867	1.45050190416079	36.3914374125929	11.6137997371277	20.3804022889732	19.5205609532733	13.5603074140377	37.3779380507804	3.23969474710427	4.73307060318432	18.4208971309545	1.98620522501403	16.8532083766607	16.5240025227364	26.7826517587795	39.3999828086059	29.4618859002814	35.1329300166796	78.2246110342361	13.6741562626405	4.97548405168321	62.7691181882131	52.1705804501621	67.8390932013939	11.1552851949234	13.3978439575931	21.3876472407879
